"","ID","is_self_employed","org_size","is_tech_company","is_tech_role","employee_health_importance","willingness_to_share","reaction_to_health_disorder","gender"
"302","46bf2bcb169d93b89136508b7cb2001e",0,"6-25",1,1,9,9,10,"female"
"303","f5a5299c4affc43c60958b11602c628e",0,"More than 1000",1,1,7,9,2,"female"
"304","7c8ffd0cdc80dbaaffb6bd2cbfdf0eb6",0,"More than 1000",0,1,6,9,7,"female"
"305","12482ec8cc9445b1d1779f4eae976e55",0,"More than 1000",1,1,6,9,9,"female"
"306","9480efd3d097e3efb00a8c0711ae90aa",1,"",1,1,2,9,0,"male"
"307","9049e8c14c44adcab37c9c172cbefcd0",1,"",1,1,6,9,7,"male"
"308","6f5ddb75320ef7985e895ed33fb43a22",1,"",1,1,10,9,8,"male"
"309","14ce6822019b973bb74a3dd2bf65458b",1,"",1,1,7,9,6,"male"
"310","dbe512f6ebce981f22d9197a28f9fe30",0,"100-500",1,1,7,9,8,"male"
"311","9329503f82e46248b3c9c0ca4d5c0676",0,"100-500",1,1,7,9,10,"male"
"312","8263e6ccecfe2812417d898d20db9c1a",0,"100-500",1,1,7,9,8,"male"
"313","76e2684536f68d5f452f66f6913eca27",0,"100-500",1,1,9,9,10,"male"
"314","215cd2dec1bd163a93d0db9f88c00c74",0,"100-500",1,1,7,9,8,"male"
"315","d65adc29aaa96448e26cb18ad92ed357",0,"26-100",1,1,7,9,7,"male"
"316","cc55f44fe8fb7025d0a753d178f25a3b",0,"26-100",1,1,5,9,0,"male"
"317","b84c5bc321fb2f42d7e8ae9786468337",0,"26-100",1,1,5,9,8,"male"
"318","9ea85e45590fc1287b8483a383d05eba",0,"26-100",1,1,9,9,8,"male"
"319","8aa98032f580314250d69eea583fd68e",0,"26-100",1,1,8,9,8,"male"
"320","7880caf48afa8283a342b7f9ecdb10b2",0,"26-100",1,1,8,9,8,"male"
"321","2aea542df697c46d69d717fe6dd9829f",0,"26-100",1,1,7,9,7,"male"
"322","2632729126601475fa324c723267f402",0,"26-100",1,1,8,9,10,"male"
"323","a47bb56fbbee5646af4d842eb8955f4c",0,"500-1000",0,1,10,9,5,"male"
"324","8ea390eed4564f583b304d2e8203850c",0,"500-1000",1,1,5,9,6,"male"
"325","63a92d530f566135069cc50afbd6f564",0,"500-1000",1,1,7,9,3,"male"
"326","f8624340bead7deb08abb766704ddf6b",0,"6-25",1,1,8,9,6,"male"
"327","9f906baf8fcd11c241017904c64a9533",0,"6-25",1,1,9,9,7,"male"
"328","99319d83478777bf4bc9e56ba772d92a",0,"6-25",0,1,5,9,5,"male"
"329","83e6a49ada8c9ef964b4a4b7e1eb1d5e",0,"6-25",1,1,2,9,5,"male"
"330","5177c7a5797e39bbecf40fe1c226cfe8",0,"6-25",0,1,8,9,6,"male"
"331","c9325fa2bb12c50bd01728e454a6b9c1",0,"More than 1000",1,1,8,9,6,"male"
"332","c7acaedfb42bd4f9f4249c4e9137db60",0,"More than 1000",0,1,8,9,6,"male"
"333","c6ebf9373c4051a5410baf2e1ea895a7",0,"More than 1000",1,1,8,9,8,"male"
"334","64df855b7b19c079bae47e18cf9e96dd",0,"More than 1000",0,1,7,9,5,"male"
"335","128438df820ecbeb6811bf73dbb70e7f",0,"More than 1000",0,1,5,9,4,"male"
"336","0c29796d0d6d5a815af2e1ae775587fc",0,"More than 1000",1,1,8,9,8,"male"
"337","039fe75c24d26a2a1280ca0187000562",0,"100-500",0,1,10,9,8,"male"
"338","255c9eacb91ca3cd6085198f54cb99ab",1,"",0,1,9,10,4,"female"
"339","100f9f33e52361e509f224ef13f83d8d",0,"1-5",1,1,3,10,4,"female"
"340","fd1103e4d9070fbad8a865fbcf48450f",0,"100-500",1,1,6,10,6,"female"
"341","fc6b3964bb163111d8e3e139e41826c1",0,"100-500",0,1,5,10,4,"female"
"342","c84682edd200d3593a8300910ff2b77a",0,"100-500",0,1,9,10,5,"female"
"343","bdbb6cdd368f7bdff2391a903f312f5e",0,"100-500",1,1,7,10,0,"female"
"344","bcea7ceece5c4b8f15bd4c8f22f00e42",0,"100-500",1,1,8,10,6,"female"
"345","9e6cd681ba26a25454b2ba54ecaec01a",0,"100-500",1,0,8,10,4,"female"
"346","19459b1052433276ac43762ac3f490b4",0,"100-500",1,1,10,10,5,"female"
"347","e68faf07a26fe05d2c9b0c07e01dff09",0,"26-100",0,1,6,10,5,"female"
"348","e350a0fbed2d9ead9e44b1be80514a34",0,"26-100",1,0,3,10,7,"female"
"349","69180abd006dbe6ee0c2b2085f401134",0,"26-100",1,1,10,10,10,"female"
"350","3ecd0df19625113040841b4c5a9f2b7b",0,"26-100",1,1,8,10,5,"female"
"351","1ec718c192b9af05b7460a3248a36a1b",0,"26-100",1,1,5,10,7,"female"
"352","1bbefb67027bf2e5d0a3a2c0591c3b4c",0,"26-100",1,1,5,10,9,"female"
"353","5e48b2c6e404271f564742e8d20b5811",0,"500-1000",0,0,5,10,3,"female"
"354","f40835979eca961b8747205079f4280e",0,"More than 1000",0,1,7,10,8,"female"
"355","d0c73db0c117f55abac3e9cd95602709",0,"More than 1000",1,1,6,10,4,"female"
"356","b56a9964ab7d6a4dea282fbed59ec0a8",0,"More than 1000",0,1,7,10,8,"female"
"357","b52a801bfc3200ba18930c451f33b351",0,"More than 1000",1,1,7,10,7,"female"
"358","a286e17eda1653bc8a0b09cc306244ef",0,"More than 1000",1,1,6,10,7,"female"
"359","9e8e1884fbea3629e79365a5085bd795",0,"More than 1000",1,1,10,10,5,"female"
"360","747c1b0797f308bbb9421e7f1a26ff6b",0,"More than 1000",0,1,2,10,5,"female"
"361","6ca240bc00063876cf6001bbb2d72921",0,"More than 1000",1,1,7,10,4,"female"
"362","396ef3ad5c82a5646e7cdb11dcb2a00a",0,"More than 1000",1,1,8,10,5,"female"
"363","30c04244af515ddd7bd3d9e81482af04",0,"More than 1000",0,1,5,10,5,"female"
"364","15818443d33cb432ab4b7897489fa273",0,"More than 1000",1,1,5,10,5,"female"
"365","13c09fb6e6b078eb38f6b7daeeeef05c",0,"More than 1000",0,1,0,10,4,"female"
"366","91b9e3099e8b4c31c25458dcbc85896a",1,"",0,1,5,10,10,"male"
"367","5da3fa05e5ad217441f35937f6a26b6f",1,"",1,1,10,10,10,"male"
"368","5d9d8cb4d31a1658cb606aacd56cdff1",1,"",1,1,5,10,7,"male"
"369","5af32fe4d93d7f3f29b15dea8fe233d0",1,"",1,1,6,10,10,"male"
"370","26244ef1966babc139819cedd3c3027c",1,"",1,1,4,10,5,"male"
"371","1d02a75455b6779e89a5ab620e47e539",1,"",1,1,8,10,7,"male"
"372","029f481e477ca03c3098fe555c578077",1,"",0,1,6,10,0,"male"
"373","dc634965b9f90dd3b1c90d70eb1c4ade",0,"100-500",1,1,6,10,9,"male"
"374","c0c3aa4819ee599db70c9a54ea22b48e",0,"100-500",1,0,3,10,3,"male"
"375","b76806b7f99d9f389e296e848a3bf51b",0,"100-500",0,1,5,10,5,"male"
"376","b692021a89ea5fb7901bf70aca6829aa",0,"100-500",1,1,0,10,5,"male"
"377","b63d26b836218638b543fb52787e3d28",0,"100-500",1,1,7,10,7,"male"
"378","a95208bdf5b6ed309d5a4218828fc6e2",0,"100-500",1,1,5,10,10,"male"
"379","a4f282fd2fde999881346c1f483c6ff9",0,"100-500",1,1,5,10,8,"male"
"380","621e93101bfabd3402c54432b9c52180",0,"100-500",1,1,8,10,6,"male"
"381","30e0a0a1aa03dbb11cfdafeadb6b0a45",0,"100-500",1,1,5,10,5,"male"
"382","25d86818bf0ebf69e29dd0170b6fbf81",0,"100-500",1,1,5,10,5,"male"
"383","dff48ff7e522f7c08a661ced57124ca0",0,"26-100",1,1,7,10,7,"male"
"384","c929d0a1151eb8a63aa0b9eaab9fab80",0,"26-100",1,1,8,10,9,"male"
"385","acb302182ad9e5458a2d2237aa2ccfeb",0,"26-100",1,1,8,10,6,"male"
"386","a2945bd35663fe7a0cfc9e24afd8d7a6",0,"26-100",1,1,7,10,5,"male"
"387","9388c6e06792138cf475413d6ffe3b98",0,"26-100",1,1,7,10,7,"male"
"388","6a96af5496b5bcac044db5a60c09f68a",0,"26-100",1,1,7,10,5,"male"
"389","2eac4a74c676cec85f928a9ee87f32d6",0,"26-100",0,1,3,10,5,"male"
"390","14c2993d756908cbe5ec61ee539aee75",0,"26-100",1,1,10,10,10,"male"
"391","0d7c53690f8885e03f315fd3f5226f35",0,"26-100",1,1,8,10,8,"male"
"392","249f40dcfc8483d581e23b164ed5df64",0,"500-1000",1,1,5,10,8,"male"
"393","116a56c63e903b1bb0281dde86ddd169",0,"500-1000",1,1,4,10,6,"male"
"394","f8186818c32648cea88571bacf68594a",0,"6-25",1,1,5,10,8,"male"
"395","f0752c010e8cee313f1707c4501d50e7",0,"6-25",1,1,0,10,9,"male"
"396","ec44f562f28590e53cd0cf1bbf636b0b",0,"6-25",1,1,5,10,5,"male"
"397","b3c59384684c28a250894cc4f1bb1e62",0,"6-25",1,1,10,10,10,"male"
"398","b3132cdcad65d7f43ace0d1d814b05f0",0,"6-25",1,1,6,10,10,"male"
"399","946b8e0ecc7dc044dc43228930a62069",0,"6-25",1,1,10,10,5,"male"
"400","25db0b28f059d4b101ba32b57a2997f8",0,"6-25",1,1,5,10,10,"male"
"401","0b728de357aab12718020c7c4c106fce",0,"6-25",1,1,10,10,10,"male"
"402","025886b34871d920d01aef9a2a753379",0,"6-25",1,1,8,10,9,"male"
"403","ffc3078eaf88ec3d289c1ef2c02d5d01",0,"More than 1000",0,1,9,10,8,"male"
"404","f0ac737c042c8d385f92d2ea0f663e9b",0,"More than 1000",1,1,4,10,6,"male"
"405","e2b9915d22e66da14bfaeb577eda6d67",0,"More than 1000",1,1,8,10,8,"male"
"406","d2a36007729cac30a77d2a6278a2cac7",0,"More than 1000",1,1,7,10,10,"male"
"407","c390fde74f257e9e1d67f1eeac34bbc0",0,"More than 1000",0,1,10,10,10,"male"
"408","aa591d3deb131a5dbf09e080663cd09d",0,"More than 1000",1,1,5,10,8,"male"
"409","8336cfc6fec532d3e6100959e1a2f3c4",0,"More than 1000",1,1,6,10,3,"male"
"410","2f601b517e25f2623c6c1e415ea079c8",0,"More than 1000",0,1,10,10,5,"male"
"411","1a4eea3ffa6dc7a4936ad8690c42d6df",0,"More than 1000",0,1,5,10,5,"male"
"412","1ab85984f8ce55be93a3726a9e864752",0,"100-500",1,1,6,10,6,"female"
"413","77a7ba01a34efd697c06dcc7058b5478",0,"26-100",1,1,8,10,7,"male"
"414","a38b9fc22514534a4cbc536f20f9a2d5",0,"500-1000",0,1,8,10,5,"male"
